id,severity,description,repository,source,opened_at,closed_at,html_url,line_number,filepath,pattern_internal_id,image_name,image_tag,dependencies_chains
b6378409-9db5-46e3-abec-a93e7b8e412e,High,An issue was discovered in the Security component in Symfony 2.7.x bef ...,ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237650,1762,composer.lock,Trivy_vulnerability_high,,,composer/symfony/symfony@v3.1.6
ed6df98b-d79b-4a58-9354-14ef9c4ef7ab,High,Symfony is a PHP framework for web and console applications and a set  ...,ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237679,1762,composer.lock,Trivy_vulnerability_high,,,composer/symfony/symfony@v3.1.6
89605eda-e91e-4fee-97a7-4bbdef5a5071,Medium,CVE-2026-45065: UrlGenerator Route-Requirement Bypass via Unanchored Regex Alternation → Off-Site //host URL Injection,ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237680,1762,composer.lock,Trivy_vulnerability_medium,,,composer/symfony/symfony@v3.1.6
b010ab2a-b299-48d7-9bf4-2e46ccdfe243,Low,CVE-2026-45304: YAML Parser Exponential Memory Allocation via Recursive Collection-Alias Expansion ("Billion Laughs"),ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237664,1762,composer.lock,Trivy_vulnerability_minor,,,composer/symfony/symfony@v3.1.6
9ecd029c-28d5-429f-9b15-52e0861aa5ef,High,"Twig is a template language for PHP. Under some circumstances, the san ...",ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237647,1903,composer.lock,Trivy_vulnerability_high,,,composer/symfony/symfony@v3.1.6 > composer/twig/twig@v1.27.0
472a02d8-9b78-443d-a4e3-7122e0f54d10,Medium,Symfony's incorrect argument escaping under MSYS2/Git Bash can lead to destructive file operations on Windows,ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237632,1762,composer.lock,Trivy_vulnerability_medium,,,composer/symfony/symfony@v3.1.6
6bd6ce4f-f555-498e-be30-63ca9a76cece,High,"In Symfony before 2.7.51, 2.8.x before 2.8.50, 3.x before 3.4.26, 4.x  ...",ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237648,1762,composer.lock,Trivy_vulnerability_high,,,composer/symfony/symfony@v3.1.6
1a1c382f-1cb4-420e-8b30-2ff5ca1c5dae,High,Symfony is a PHP framework for web and console applications and a set  ...,ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237646,1762,composer.lock,Trivy_vulnerability_high,,,composer/symfony/symfony@v3.1.6
031647aa-c72c-4b80-b080-32fabad49605,Medium,symfony/http-foundation is a module for the Symphony PHP framework whi ...,ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237668,1762,composer.lock,Trivy_vulnerability_medium,,,composer/symfony/symfony@v3.1.6
9d2915a2-eb3b-41bd-9544-e14f19ad1023,Medium,`{% sandbox %}{% include %}` skips checkSecurity() on cached templates (incomplete fix for CVE-2024-45411),ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237678,1903,composer.lock,Trivy_vulnerability_medium,,,composer/symfony/symfony@v3.1.6 > composer/twig/twig@v1.27.0
732861f3-6d68-40e5-8ca4-1e6a343fad59,High,"An issue was discovered in Symfony 2.8.0 through 2.8.50, 3.4.0 through ...",ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237640,1762,composer.lock,Trivy_vulnerability_high,,,composer/symfony/symfony@v3.1.6
54a44686-8094-4a8d-ba3d-ce492cbd9cf5,Medium,"An issue was discovered in Symfony 2.7.x before 2.7.38, 2.8.x before 2 ...",ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237663,1762,composer.lock,Trivy_vulnerability_medium,,,composer/symfony/symfony@v3.1.6
5b0f594c-3ea8-44c6-9393-008b385c4888,High,CVE-2026-48489: Security Firewall Bypass via failure_forward Subrequest: Unauthenticated Access to access_control-Protected GET Routes,ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237662,1762,composer.lock,Trivy_vulnerability_high,,,composer/symfony/symfony@v3.1.6
168da6d0-7d8d-4a41-b5e6-0e32056eeacb,High,"An issue was discovered in Symfony before 2.7.38, 2.8.31, 3.2.14, 3.3. ...",ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237675,1762,composer.lock,Trivy_vulnerability_high,,,composer/symfony/symfony@v3.1.6
317e95a5-cb48-40f3-be20-d3a0ac7b36f3,Critical,CVE-2024-51736: Command execution hijack on Windows with Process class,ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237655,1762,composer.lock,Trivy_vulnerability_critical,,,composer/symfony/symfony@v3.1.6
db735ecf-9937-4932-8296-1bba7ec471ac,High,Symfony is a PHP framework for web and console applications and a set  ...,ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237653,1762,composer.lock,Trivy_vulnerability_high,,,composer/symfony/symfony@v3.1.6
82ccc811-9184-4631-aa30-29d2cb44ce68,Low,"CVE-2026-45133: YAML Parser Stack Exhaustion via Unbounded Recursion in Nested Blocks, Sequences, and Mappings",ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237638,1762,composer.lock,Trivy_vulnerability_minor,,,composer/symfony/symfony@v3.1.6
cf85cb7c-c569-4b4a-89f4-6f41a6a2a8c9,Medium,An issue was discovered in the HttpFoundation component in Symfony 2.7 ...,ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237654,1762,composer.lock,Trivy_vulnerability_medium,,,composer/symfony/symfony@v3.1.6
4ff362e4-0906-44e5-ba0b-95759ad91162,Critical,An issue was discovered in the Ldap component in Symfony 2.8.x before  ...,ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237676,1762,composer.lock,Trivy_vulnerability_critical,,,composer/symfony/symfony@v3.1.6
3a3693df-2b3c-49df-8e1f-41b6e2bad332,Medium,Symfony is a PHP framework for web and console applications and a set  ...,ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237667,1762,composer.lock,Trivy_vulnerability_medium,,,composer/symfony/symfony@v3.1.6
0b2754b5-ed84-4f06-9953-af1a35c668e0,Low,A sandbox information disclosure exists in Twig before 1.38.0 and 2.x  ...,ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237652,1903,composer.lock,Trivy_vulnerability_minor,,,composer/symfony/symfony@v3.1.6 > composer/twig/twig@v1.27.0
5afcbc15-b03b-4e11-acbd-9aa7d65108da,High,CVE-2026-45077: Unauthenticated PHP Object Deserialization in MonologBridge server:log Listener,ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237633,1762,composer.lock,Trivy_vulnerability_high,,,composer/symfony/symfony@v3.1.6
7fe8b114-dbb8-44f0-9de7-2fc99880d676,Medium,"Twig is a template language for PHP. In a sandbox, an attacker can cal ...",ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237659,1903,composer.lock,Trivy_vulnerability_medium,,,composer/symfony/symfony@v3.1.6 > composer/twig/twig@v1.27.0
2e8b984c-1e8b-4b30-b6fc-5c8ee3f4e8d9,Medium,CVE-2026-45073: SQL Injection in PdoAdapter::doClear() via Unsanitized $prefix,ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237661,1762,composer.lock,Trivy_vulnerability_medium,,,composer/symfony/symfony@v3.1.6
8a38f7ad-529e-470e-ae27-0f7480ef657d,Medium,"An issue was discovered in Symfony before 2.7.38, 2.8.31, 3.2.14, 3.3. ...",ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237660,1762,composer.lock,Trivy_vulnerability_medium,,,composer/symfony/symfony@v3.1.6
e8796a73-55d8-46e9-af68-d6917a38be7f,Medium,"An issue was discovered in Symfony before 2.7.38, 2.8.31, 3.2.14, 3.3. ...",ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237666,1762,composer.lock,Trivy_vulnerability_medium,,,composer/symfony/symfony@v3.1.6
65e7c009-d8fc-4222-9ea0-793d5c0e31fe,High,An issue was discovered in the Security component in Symfony 2.7.x bef ...,ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237642,1762,composer.lock,Trivy_vulnerability_high,,,composer/symfony/symfony@v3.1.6
f7587451-29c9-4f21-a9d2-04ef1bdf2fe4,Medium,CVE-2026-45070: Email Header Injection via Non-Token Characters in Mime Parameter Names,ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237643,1762,composer.lock,Trivy_vulnerability_medium,,,composer/symfony/symfony@v3.1.6
3b5f2a96-5e32-4002-a4de-84eac9c8183a,High,"An issue was discovered in Symfony 2.8.0 through 2.8.50, 3.4.0 through ...",ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237637,1762,composer.lock,Trivy_vulnerability_high,,,composer/symfony/symfony@v3.1.6
4e9d0130-c400-40db-85eb-c6ed8638e04b,Critical,The mail transport (aka Swift_Transport_MailTransport) in Swift Mailer ...,ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237656,1255,composer.lock,Trivy_vulnerability_critical,,,composer/symfony/swiftmailer-bundle@v2.3.11 > composer/swiftmailer/swiftmailer@v5.4.3
1398e0d9-9010-4a47-b470-98b8904fe660,Critical,"In Symfony before 2.7.51, 2.8.x before 2.8.50, 3.x before 3.4.26, 4.x  ...",ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237672,1762,composer.lock,Trivy_vulnerability_critical,,,composer/symfony/symfony@v3.1.6
3da3376f-3617-48da-8470-1950353d8062,High,"Twig is a template language for PHP. Versions 1.x prior to 1.44.7, 2.x ...",ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237658,1903,composer.lock,Trivy_vulnerability_high,,,composer/symfony/symfony@v3.1.6 > composer/twig/twig@v1.27.0
70bc04ce-28f8-411a-ba36-00a139b49ac1,Medium,An issue was discovered in Http Foundation in Symfony 2.7.0 through 2. ...,ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237670,1762,composer.lock,Trivy_vulnerability_medium,,,composer/symfony/symfony@v3.1.6
13e2f74b-8af4-4fba-b495-a8040237a889,Low,CVE-2026-45071: XXE (Local File Disclosure) in DomCrawler::addXmlContent() via validateOnParse = true,ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237641,1762,composer.lock,Trivy_vulnerability_minor,,,composer/symfony/symfony@v3.1.6
f3f79a68-8664-4ddb-ab15-6ca0957e4626,Medium,CVE-2026-48784: UrlGenerator Dot-Segment Encoding Skips Every Other Chained `../` or `./` → Generated URL Collapses Off-Route Under RFC 3986 Normalization,ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237635,1762,composer.lock,Trivy_vulnerability_medium,,,composer/symfony/symfony@v3.1.6
7d0f60d2-9d53-43bf-9b34-ff0c72379faf,Medium,Symfony is a PHP framework for web and console applications and a set  ...,ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237645,1762,composer.lock,Trivy_vulnerability_medium,,,composer/symfony/symfony@v3.1.6
d1469eb4-f6da-416c-9bb5-0bfbf0f032e0,Critical,"An issue was discovered in Symfony 3.4.0 through 3.4.34, 4.2.0 through ...",ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237644,1762,composer.lock,Trivy_vulnerability_critical,,,composer/symfony/symfony@v3.1.6
fd5afb81-3aa1-4dfb-b6c2-41debf2b8ec9,Low,CVE-2026-45305: YAML Parser ReDoS via Catastrophic Backtracking in Parser::cleanup() Regex,ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237674,1762,composer.lock,Trivy_vulnerability_minor,,,composer/symfony/symfony@v3.1.6
927bf233-dd9a-4e79-bb59-d891b8631536,Critical,Deserialization Gadget chain in Swift Mailer,ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237651,1255,composer.lock,Trivy_vulnerability_critical,,,composer/symfony/swiftmailer-bundle@v2.3.11 > composer/swiftmailer/swiftmailer@v5.4.3
0a11383d-0070-4049-9937-77cbb6169728,High,CVE-2026-45063: Identity Spoofing via Unanchored DN Regex in X509Authenticator,ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237671,1762,composer.lock,Trivy_vulnerability_high,,,composer/symfony/symfony@v3.1.6
154fc1e6-1075-43c5-b59d-b48d52bd836a,Medium,"An issue was discovered in Symfony 2.7.x before 2.7.50, 2.8.x before 2 ...",ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237669,1762,composer.lock,Trivy_vulnerability_medium,,,composer/symfony/symfony@v3.1.6
a0567ff3-90ca-441b-9b36-8673d6f3398a,Medium,symfony/validator is a module for the Symphony PHP framework which pro ...,ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237649,1762,composer.lock,Trivy_vulnerability_medium,,,composer/symfony/symfony@v3.1.6
d2aad8cb-033f-49f0-a8e5-1106a18a4935,Medium,CVE-2026-45068: Argument Injection in SendmailTransport via Dash-Prefixed Recipient Address,ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237634,1762,composer.lock,Trivy_vulnerability_medium,,,composer/symfony/symfony@v3.1.6
ed9bcb32-7f21-4b0c-8ccc-6b996de1eed5,High,CVE-2026-45067: Email Header / SMTP Command Injection via CRLF in Symfony\Component\Mime\Address,ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237631,1762,composer.lock,Trivy_vulnerability_high,,,composer/symfony/symfony@v3.1.6
3af7460b-ea21-4e7e-8394-282a56a184f2,Low,Sandbox property allowlist bypass via the `column` filter (array_column on objects),ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237677,1903,composer.lock,Trivy_vulnerability_minor,,,composer/symfony/symfony@v3.1.6 > composer/twig/twig@v1.27.0
966a982e-404f-4139-8b3a-81078e099558,Medium,The security handlers in the Security component in Symfony in 2.7.x be ...,ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237673,1762,composer.lock,Trivy_vulnerability_medium,,,composer/symfony/symfony@v3.1.6
81ab3f69-17e7-4ff4-8081-b176b0311819,Critical,"In Symfony before 2.7.51, 2.8.x before 2.8.50, 3.x before 3.4.26, 4.x  ...",ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237665,1762,composer.lock,Trivy_vulnerability_critical,,,composer/symfony/symfony@v3.1.6
c8669c69-37c4-4c05-9e46-1c3a5fd3fb9e,High,"In Symfony before 2.8.50, 3.x before 3.4.26, 4.x before 4.1.12, and 4. ...",ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237639,1762,composer.lock,Trivy_vulnerability_high,,,composer/symfony/symfony@v3.1.6
b0f14f6b-2f04-4b51-8660-163afe63dbb2,Medium,"An open redirect was discovered in Symfony 2.7.x before 2.7.50, 2.8.x  ...",ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237657,1762,composer.lock,Trivy_vulnerability_medium,,,composer/symfony/symfony@v3.1.6
09453a8e-fa8d-436a-bfac-74f3fc1058f6,Medium,"In Symfony before 2.7.51, 2.8.x before 2.8.50, 3.x before 3.4.26, 4.x  ...",ToDo-Co,Codacy,2026-06-24T10:51:30.017Z,,https://app.codacy.com/p/884804/issues/index?resultDataId=131507237636,1762,composer.lock,Trivy_vulnerability_medium,,,composer/symfony/symfony@v3.1.6
